ID,AbilityUsed,AlertPercent,AssistNum,BattleDamage,BattleNum,CHPrecision,DamageTaken,ExposePercent,HeroId,HitDistance,KillNum,LifeTime,PlayerScore,Precision,RotationMaxRange,RotationSpeed,RotationStability,SelfHealing,TeamRank,TotalCausedDamage,TravelSpeed,WeaponChange,WeaponDiversity,WeaponVariance,t_battle,isCheater
81a0d5bc73ad9f9201d00641e3245c8bb7823825d73311957e92151d88b690a8,0.1441043814382849,0.6601628078312016,0,143.5,2,0.03,375.0,0.2034584586398057,100027,1043.933,1,109.68,5.93,0.345,45.00000000000001,61.53000471298948,113.029328415538,0.0,21,383.0,60.35606043484138,4,2,0.0038112425003186,13.888499999999992,1
6ece922a44f938087e45f41fde6693803821ff8ccc778b04b8d86440af801a22,0.0116626236238104,0.728204774481535,1,192.655,8,0.06875,737.17,0.1689309196420532,100029,1327.1683050527902,5,723.19,35.32,0.3825,14.25,29.65468122248104,65.1935646394388,143.0,3,1541.2,186.3609505000756,11,3,0.0374109235024627,15.803125,1
86a494aebd03a30921beb8387c9f893f30153a60fb0781b0bf6ad504e81c3a8c,0.0518028847705317,0.7675489208871281,9,182.955,8,0.2175,268.9,0.1197856193322367,100015,2721.6660432422973,5,686.65,38.36,0.2325,38.2275,50.65379281133618,123.9203453961584,78.0,1,1536.98,258.6167484208833,6,3,0.001815929966939,20.29937500000001,1
6eb6f60bf240cfc0ddc42fc57c3cc30356bdb642765104ae24d36aece042a3be,0.0563471377176921,0.605163812198184,0,288.3066666666667,3,0.1533333333333333,397.16,0.2163802813957739,100018,1575.7805311890836,3,358.56,17.7,0.5233333333333333,96.23666666666666,59.63182066493456,204.10129984977365,2.0,9,910.56,177.1136187291427,4,3,0.0051105041479312,16.088333333333328,1
0c928abe9ec61f850f361d6a9ffe54a348ae3407757956ec45e4b10aea901fd0,0.1005025125628136,0.8107002925647234,0,43.333333333333336,3,0.1666666666666666,611.0,0.1148769187982879,100006,3703.5422222222223,0,618.31,10.59,0.18,37.89333333333333,44.01918955311586,138.52457565565356,61.0,5,130.0,115.5861846281294,2,2,0.018595041322314,10.814333333333366,1
da8bba89edea17b45fe4c329bae9b0b637b1a5e74b5d9c6f8da84bf11f4775f8,0.0636375206821942,0.7603386809269161,0,105.5,2,0.055,350.0,0.115530303030303,100015,3071.393333333333,0,101.02,3.12,0.165,73.36500000000001,22.630314020007148,127.14800949091872,0.0,18,211.0,130.3735731318977,2,2,0.0002278390886436,13.166000000000013,1
da7655a37298c9d98d74cac29d6311b0b59897ac57cb8bc279819852996197d5,0.0497805741064429,0.6653022891215178,2,328.3525,16,0.190625,553.18,0.2579683656213278,100021,2068.3206920101,28,596.15,111.09,0.4625,44.04625,35.17420823533865,105.26383764629374,113.0,1,5935.93,392.9086695323373,19,4,0.0146102135503398,20.857750000000003,1
2abbf82f93c8602d290ea78c2d616dd17fe41aaf21e25eb2fa57186d060f3b67,0.0833008421895287,0.7279290940978709,4,196.8325,12,0.0866666666666666,1603.69,0.0830233131747992,100003,1351.423756445932,7,887.87,52.78,0.3316666666666666,51.84583333333333,41.38958157456053,115.6230854781641,584.0,3,2475.56,310.0073945696998,18,4,0.9054602306474526,16.838916666666673,1
158938141377eb9d2bfd1cc7fb254f6903759f8958faf1686bb886cdc5de26f3,0.0506358289613551,0.8325100648745533,3,217.4310526315789,19,0.1705263157894737,353.66,0.0773933140583109,100006,3285.459613384,11,1180.35,83.15,0.5405263157894736,35.800000000000004,32.20691373608964,91.0549243246589,54.0,1,4131.19,278.8210307163312,19,5,14.222462397804966,15.89384210526316,1
8cb0c40e0071c1b7b4fcef03f3b9badd7fd615082a00e1c40b1ed1b2d20aee70,0.0620000794149777,0.7232422299577635,4,215.4342857142857,14,0.1742857142857143,404.69,0.1695150572471911,100009,4725.29694201277,11,1002.19,69.04,0.3878571428571428,31.83714285714285,23.847240476753523,74.10726005876806,55.0,1,3016.07,296.9600510998311,8,2,0.007225710126053,15.63549999999998,1
